en,cn,count,r18
sleeveless kimono,无袖和服,3110,0
ambiguous gender,性别模糊,3109,0
showering,淋浴,3108,0
sirius (azur lane),天狼星（碧蓝航线）,3106,0
snout,鼻子,3105,0
spider lily,蜘蛛百合,3105,0
super sonico,超音速,3105,0
neon trim,霓虹灯饰条,3101,0
shide,木瓦,3101,0
by Ed Freeman,艾德·弗里曼,3100,0
aran sweater,阿兰毛衣,3096,0
hoshimachi suisei,星町水星,3096,0
metal collar,金属项圈,3095,0
what,什么,3092,0
dolphin shorts,海豚短裤,3091,0
white ascot,白色阿斯科特,3090,0
yumemi riamu,yumemi riamu,3090,0
belt collar,腰带领,3089,0
brown scarf,棕色围巾,3088,0
lanyard,（工牌的）挂绳,3087,0
rooftop,屋顶,3085,0
spread ass,传播 屁股,3085,1
bikini lift,比基尼升降机,3082,0
octopus,章鱼/触手,3082,0
by Andrey Remnev,安德烈·雷姆涅夫,3080,0
cu chulainn (fate/stay night),cu chulainn (命运/留夜),3079,0
kisume,琪斯美,3078,0
seaport princess,海港公主,3076,0
mini wings,迷你翅膀,3074,0
by Alasdair McLellan,阿拉斯代尔·麦克莱伦,3070,0
by Botero,博特罗,3070,0
tani takeshi,谷武,3069,0
yu-gi-oh! duel monsters,游戏王哦！决斗怪物,3069,0
baggy pants,宽松裤,3067,0
cat paws,猫爪,3067,0
mahou sensei negima!,mahou 老师 negima!,3065,0
improvised gag,即兴插科打诨,3063,0
jougasaki mika,城崎美嘉,3063,0
narukami yuu,鸣神悠,3062,0
ishtar (fate),伊斯塔（命运）,3061,0
arm around shoulder,搂肩,3060,0
by Vittorio Matteo Corcos,Vittorio Matteo Corcos公司,3060,0
by Ed Mell,埃德·梅尔,3060,0
chuunibyou demo koi ga shitai!,chuunibyou 演示 koi ga shitai!,3059,0
fishing rod,钓鱼竿,3056,0
falling leaves,落叶,3055,0
promotional art,宣传画,3055,0
pole,长杆/钢管,3049,0
zero no tsukaima,零之使魔 3046,3046,0
horror (theme),恐怖（主题）,3045,0
framed,陷害,3044,0
paimon (genshin impact),派蒙（原神）,3044,0
spider web,蜘蛛网,3044,0
lily white,百合白,3042,0
black flower,黑花,3041,0
pompadour,蓬巴杜,3041,0
film grain,胶片颗粒,3040,0
fog,雾气,3040,0
mist,雾气,3040,0
by Worthington Whittredge,沃辛顿·惠特里奇,3040,0
kunai,苦无,3036,0
wizard hat,巫师帽,3035,0
aerith gainsborough,爱丽丝庚斯博罗,3034,0
grey pantyhose,灰色连裤袜,3033,0
rice shower (umamusume),大米淋浴 (umamusume),3032,0
print gloves,印花手套,3029,0
;q,;q表情,3025,0
brand name imitation,名牌仿,3025,0
trefoil,私处线条,3025,1
glowing weapon,发光武器,3024,0
kissing cheek,亲吻脸颊,3024,0
naked sweater,裸毛衫,3023,1
i-19 (kancolle),i-19 (坎科尔),3021,0
kiryu coco,桐生可可,3021,0
by Jakub Różalski,Jakub Różalski先生,3020,0
pokemon frlg,宠物小精灵 frlg,3019,0
fire emblem: mystery of the emblem,火徽：徽记之谜,3017,0
furude rika,furude rika,3016,0
imminent vaginal,逼近阴道,3016,1
laevatein (touhou),laevatein (东方),3016,0
steel ball run,钢球跑,3016,0
aqua bow,水弓,3015,0
rapier,细剑/刺剑,3014,0
fur hat,皮帽,3013,0
fairy (kancolle),仙女 (kancolle),3011,0
ikari shinji,碇真司,3010,0
by Alex Gross,亚历克斯·格罗斯,3010,0
by Edward Weston,爱德华·韦斯顿,3010,0
painting (object),绘画（对象）,3009,0
toe scrunch,脚趾蜷缩,3009,0
cage,笼子,3008,0
macaron,马卡龙,3007,0
wrench,扳手,3007,0
hair tucking,头发掖,3006,0
mother and son,母亲和儿子,3006,0
photo background,照片背景,3006,0
dated commentary,过时的评论,3004,0
interface headset,接口耳机,3004,0
multiple wings,多翼,3004,0
red sailor collar,红色水手领,3004,0
pentagram,白上吹雪,3002,0
adjusting swimsuit,调整泳衣,3000,0
slave,奴隶,2999,0
holding cigarette,拿着香烟,2997,0
yellow sweater,黄色毛衣,2997,0
zouri,祖里,2997,0
eula (genshin impact),优菈（原神）,2996,0
strapless bikini,无肩带比基尼,2996,0
takebe saori,武部沙织 2996,2996,0
paint.net (medium),油漆网（中）,2991,0
tsushima yoshiko,对马芳子,2991,0
purple rose,紫玫瑰,2990,0
by Ilya Kuvshinov,伊利亚·库夫希诺夫,2990,0
energy sword,能量剑,2989,0
food print,食品印刷品,2989,0
tekken,铁拳,2989,0
chicken,鸡,2988,0
date a live,约会生活,2988,0
pink scarf,粉色围巾,2988,0
folded fan,折扇,2984,0
violin,小提琴,2984,0
mejiro mcqueen (umamusume),mejiro mcqueen (umamusume),2982,0
american flag,美国国旗,2981,0
gokou ruri,gokou ruri,2979,0
barnaby brooks jr.,小巴纳比布鲁克斯,2974,0
holding broom,拿着扫帚,2974,0
needle,针,2974,0
zuihou (kancolle),醉侯(kancolle),2972,0
boku wa tomodachi ga sukunai,boku wa tomodachi ga sukunai,2970,0
demon boy,恶魔男孩,2970,0
excalibur (fate/stay night),excalibur（命运/留宿之夜）,2970,0
perky breasts,挺拔的胸部,2969,1
remote control,遥控器,2968,0
2others,2其他,2967,0
afloat,漂浮水面,2967,0
leaning on person,靠人,2966,0
too many,太多了,2966,0
amane kanata,苋菜 2962,2962,0
blue hakama,蓝色袴,2962,0
open door,开门,2962,0
hands in hair,手在头发,2959,0
steepled fingers,尖尖的手指,2958,0
snk,snk,2957,0
netorare,寝取偷情(NTR),2955,1
pantylines,隔衣内裤,2954,0
mascara,睫毛膏,2953,0
sushi,寿司,2952,0
real life insert,现实生活中的插入,2951,0
sanya v. litvyak,三亚诉利特维亚克案,2951,0
swimsuit aside,泳衣一边,2950,0
sheep,绵羊,2948,0
maria-sama ga miteru,maria-sama ga mitru,2947,0
butt plug,对接插头,2943,1
idolmaster million live! theater days,偶像大师万住！剧院日,2943,0
cat boy,猫男孩,2942,0
official wallpaper,官方壁纸,2942,0
sailor moon,水手月亮,2940,0
v-fin,V型头饰（高达）,2940,0
by Francisco De Goya,弗朗西斯科·德戈亚,2940,0
cream,奶油,2938,0
green sailor collar,绿色水手领,2938,0
opaque glasses,不透明眼镜,2936,0
drum,鼓,2934,0
calligraphy brush,毛笔,2933,0
kuroki tomoko,黑木智子,2933,0
by Balthus,巴尔蒂斯,2930,0
by J.C. Leyendecker,J、 C.莱恩德克,2930,0
armpit hair,腋毛,2929,0
print bowtie,印花领结,2929,0
tokoyami towa,tokoyami towa,2929,0
hypnosis,催眠状态,2928,0
print dress,印花连衣裙,2928,0
contrail,轨迹,2927,0
left-handed,左撇子,2927,0
lightning bolt symbol,闪电符号,2927,0
o-ring bottom,O 型圈底部,2927,0
vertical-striped legwear,竖条纹裤袜,2925,0
kakyoin noriaki,花京院纪明,2922,0
nitta minami,新田南,2922,0
brown fur,棕色皮草,2920,0
american flag dress,美国国旗连衣裙,2914,0
lower body,下半身,2914,0
cake slice,蛋糕片,2913,0
single sleeve,单袖,2913,0
collared jacket,立领夹克,2912,0
keyboard (computer),键盘（电脑）,2911,0
elbow rest,肘托,2910,0
by Nathan Wirth,内森·沃思,2910,0
by Albert Goodwin,阿尔伯特·古德温,2910,0
duel,决斗,2909,0
figure,人物,2907,0
holding bowl,拿着碗,2907,0
policewoman,女警察,2907,0
zombie land saga,僵尸大地传奇,2907,0
explosive,爆炸,2906,0
scope,瞄准镜,2905,0
food on body,身体上的食物,2897,0
eila ilmatar juutilainen,艾拉·伊尔马塔尔·尤蒂莱宁,2896,0
aqua (konosuba),水色 (konosuba),2892,0
by Ferdinand Hodler,费迪南德·霍德勒,2890,0
by Charles Spencelayh,查尔斯·斯宾塞莱,2890,0
by Louise Dahl-Wolfe,路易丝·达尔·沃尔夫,2890,0
cynthia (pokemon),辛西娅 (口袋妖怪),2887,0
ereshkigal (fate),ereshkigal (命运),2886,0
kanon (kurogane knights),kanon (黑金骑士),2886,0
cammy white,嘉米·怀特,2885,0
by Amy Judd,艾米·贾德,2880,0
by Kitagawa Utamaro,喜多川歌麿,2880,0
by Igor Zenin,伊戈尔·泽宁,2880,0
unicorn (azur lane),独角兽（碧蓝航线）,2877,0
heart choker,心脏扼流圈,2876,0
egg vibrator,鸡蛋振动器,2871,1
love live! school idol festival,爱生活！学园偶像祭,2871,0
train,列车,2871,0
transformation,变身,2871,0
hololive indonesia,hololive 印度尼西亚,2868,0
circle,圆环,2867,0
floor,地面,2866,0
frilled legwear,褶边裤袜,2864,0
grey hoodie,灰色连帽衫,2862,0
staring,盯着,2860,0
by Carlo Crivelli,卡洛·克里维立,2860,0
fins,鳍,2859,0
sleeves past elbows,袖子过肘,2859,0
kaburagi t. kotetsu,卡布拉吉角光铁,2858,0
frilled gloves,褶边手套,2857,0
stylus,手写笔,2857,0
concept art,概念艺术,2855,0
medical eyepatch,医用眼罩,2855,0
egyptian,埃及人,2853,0
map,地图,2853,0
oozora subaru,oozora 斯巴鲁,2852,0
hand under clothes,手放在衣服下面,2851,0
by Edmund Leighton,埃德蒙·雷顿,2850,0
fanbox reward,粉丝盒奖励,2848,0
orange ribbon,橙色丝带,2848,0
dungeon and fighter,地下城与战士,2843,0
string of fate,命运之链,2843,0
ahri (league of legends),阿狸（英雄联盟）,2842,0
lower teeth,下牙,2842,0
office chair,办公椅,2842,0
by Bjarke Ingels,英格尔斯,2840,0
character profile,人物简介,2838,0
animal crossing,动物穿越,2835,0
final fantasy xi,最终幻想 xi,2832,0
ichinose shiki,一之濑式,2832,0
two-tone shirt,两色衬衫,2830,0
by Diego Velázquez,Diego Velázquez公司,2830,0
capri pants,七分裤,2827,0
transformers,变压器,2827,0
i-58 (kancolle),i-58 (坎科尔),2826,0
spacecraft,宇宙飞船,2826,0
furisode,振袖,2825,0
shiny pokemon,闪亮的口袋妖怪,2824,0
elden ring,埃尔登戒指,2823,0
loose necktie,宽松领带,2822,0
binoculars,望远镜,2821,0
eiyuu densetsu,eiyuu 密苏,2821,0
orange flower,橙花,2821,0
bra removed,胸罩已移除,2820,0
by Bernardo Bellotto,伯纳迪诺·贝洛托,2820,0
rudder footwear,舵鞋,2818,0
test tube,试管,2817,0
striped bra,条纹文胸,2816,0
stocking (psg),长袜 (psg),2815,0
envelope,信封,2812,0
striped tail,条纹尾巴,2812,0
by John Singleton Copley,约翰·辛格尔顿·科普利,2810,0
horn bow,喇叭弓,2808,0
medicine melancholy,药忧郁,2807,0
evangelion: 3.0 you can (not) redo,新世纪福音战士：3.0 你可以（不）重做,2806,0
green leotard,绿色紧身衣,2803,0
paper bag,纸袋,2803,0
kotomine kirei,言峰kirei,2802,0
lion tail,狮子尾巴,2802,0
yahari ore no seishun lovecome wa machigatteiru.,yahari ore no seishun lovecome wa machigatteiru.,2801,0
lemon,柠檬,2800,0
lunasa prismriver,lunasa 棱镜河,2799,0
uneven eyes,不均匀的眼睛,2796,0
rod of remorse,悔恨之杖,2795,0
lucina (fire emblem),lucina (火徽),2792,0
yagami hayate,八神速风,2792,0
by Horace Vernet,韦尔内,2790,0
by Hiroshi Yoshida,吉田宏,2790,0
basketball,篮球,2788,0
bkub,bkub,2788,0
baozi,包子,2786,0
milestone celebration,里程碑庆典,2786,0
bad feet,坏脚,2785,0
open dress,开襟连衣裙,2785,0
bandaids on nipples,乳头上的创可贴,2784,1
sennen sensou aigis,sennen sensou aigis,2784,0
sonic (series),声波（系列）,2783,0
maid bikini,女仆比基尼,2781,0
maya (kancolle),玛雅 (kancolle),2781,0
scan artifacts,扫描伪影,2781,0
after anal,肛门后,2780,1
by Walter Crane,沃尔特·克兰,2780,0
corrin (fire emblem),corrin (火徽),2777,0
sake bottle,清酒瓶,2774,0
multiple crossover,多重交叉,2773,0
meiji schoolgirl uniform,明治女学生制服,2772,0
tight pants,紧身裤,2772,0
uranohoshi school uniform,浦之星校服,2772,0
suction cups,吸盘,2771,0
breast slip,胸滑,2770,1
naganami (kancolle),长波 (kancolle),2767,0
alice in wonderland,爱丽丝梦游仙境,2766,0
candy apple,糖果苹果,2766,0
yuri!!! on ice,尤里！！！在冰上,2765,0
commander (azur lane),指挥官（碧蓝航线）,2763,0
partially undressed,部分脱衣服,2763,0
rubber duck,橡皮鸭,2763,0
hand on own arm,手放在自己的手臂上,2762,0
ookami mio,大神澪,2762,0
blue scrunchie,蓝色发圈,2761,0
banner,横幅,2760,0
fur-trimmed headwear,毛边头饰,2760,0
hair beads,发珠,2760,0
serena (pokemon),瑟琳娜 (口袋妖怪),2760,0
asuna (blue archive),亚丝娜（蓝色档案）,2758,0
dancer,舞蹈家,2758,0
father and son,父子,2758,0
pussy juice stain,汁液染色外阴,2758,1
vaginal juices,阴道液淫水,2758,1
vaginal juice drip,淫水溢出滴下,2758,1
commissioner upload,专员上传,2756,0
kokkoro (princess connect!),kokkoro（公主连接！）,2755,0
hair strand,发丝,2753,0
pink leotard,粉色紧身衣,2753,0
the legend of zelda: twilight princess,塞尔达传说：暮光公主,2753,0
mouse girl,老鼠女孩,2752,0
haruno sakura,春野樱,2751,0
chewing gum,口香糖,2750,0
pizza,披萨,2749,0
pussy juice trail,外阴流水,2749,1
reverse outfit,反向装,2747,0
arm belt,臂带,2746,0
footwear bow,鞋弓,2745,0
machikado mazoku,町门魔族,2745,0
yamakaze (kancolle),山风 (kancolle),2745,0
swim trunks,泳裤,2743,0
holding towel,拿毛巾,2741,0
taur,牛角/四蹄类兽娘,2740,0
by Anka Zhuravleva,Anka Zhuravleva公司,2740,0
anastasia (idolmaster),阿纳斯塔西娅 (偶像大师),2738,0
hiiragi tsukasa,柊冢2738,2738,0
nightcap,睡帽,2734,0
stage,舞台,2732,0
submerged,浸没、淹没,2732,0
pumps,高跟鞋,2727,0
middle finger,中指,2725,0
pink shorts,粉色短裤,2722,0
squirrel ears,松鼠耳朵,2721,0
by Robert Mcginnis,罗伯特·麦金尼斯,2720,0
finger gun,手指枪,2719,0
digimon (creature),数码宝贝（生物）,2717,0
grey vest,灰色背心,2717,0
hinata hajime,雏田始,2717,0
mismatched gloves,不匹配的手套,2717,0
no shirt,没有衬衫,2716,0
parfait,芭菲,2716,0
pink cardigan,粉色开衫,2716,0
hooded capelet,连帽披肩,2714,0
ouma kokichi,ouma kokichi,2713,0
pokemon rse,宠物小精灵 rse,2712,0
by John Wilhelm,超现实主义摄影,2710,0
by Anna Dittmann,安娜·迪特曼,2710,0
copyright,版权,2709,0
gae bolg (fate),gae bolg (命运),2709,0
holding pokemon,拿着口袋妖怪,2709,0
shore,海边,2707,0
2022,2022,2706,0
drop shadow,投影,2705,0
murasame (kancolle),村雨 (kancolle),2705,0
lineup,排队,2702,0
son goku,孙悟空,2700,0
by Bo Bartlett,博巴特利特,2700,0
by Michal Karcz,迈克尔·卡尔茨,2700,0
shotgun,猎枪,2699,0
tony taka,托尼塔卡,2699,0
holding mask,拿着口罩,2698,0
obliques,腹斜肌,2698,0
grabbing another's ass,抓住别人的屁股,2696,1
kirito,桐人,2696,0
two-tone fur,两色皮草,2696,0
background text,背景文字,2694,0
riding crop,骑马作物,2694,0
covered collarbone,覆盖锁骨,2693,0
kindergarten uniform,幼儿园制服,2693,0
blue capelet,蓝色披肩,2691,0
bandage over one eye,用绷带包扎一只眼睛,2690,0
goggles around neck,护目镜,2690,0
shirogane naoto,白银直人,2690,0
by Mort Kunstler,莫特·昆斯特勒,2690,0
arm rest,扶手,2689,0
blue pantyhose,蓝色连裤袜,2687,0
daiwa scarlet (umamusume),大和猩红 (umamusume),2687,0
framed breasts,带框的胸部,2687,1
penis on face,阴茎怼脸,2686,1
flashing,闪烁,2685,0
holding camera,拿着相机,2684,0
heart-shaped eyewear,心形眼镜,2683,0
multiple hair bows,多发髻,2683,0
colored pubic hair,有色阴毛,2682,1
flower-shaped pupils,花形瞳孔,2682,0
tales of vesperia,晚祷的故事,2682,0
by Adrianus Eversen,阿德里安娜斯·埃弗森,2680,0
gothic,哥特式,2674,0
mercy (overwatch),怜悯（守望先锋）,2673,0
polos crown,马球皇冠,2673,0
kitagawa marin,北川马林,2670,0
by Brad Kunkle,布拉德·昆克尔,2670,0
kuromorimine military uniform,黑森峰军装,2669,0
gradient sky,渐变天空,2668,0
pokemon masters ex,口袋妖怪大师 ex,2666,0
ejaculating while penetrated,插入时射精,2665,1
ejaculating in mouth,口内射精,2665,1
kamisato ayaka,上里绫香,2662,0
nia teppelin,尼亚特佩林,2660,0
by Bella Kotak,贝拉·科塔克,2660,0
lip biting,咬唇,2659,0
green bra,绿色文胸,2658,0
piggyback,背在背上,2658,0
pokemon adventures,口袋妖怪历险记,2658,0
doremy sweet,多米甜心,2657,0
duck,鸭子,2656,0
kingdom hearts,王国之心,2655,0
sakurauchi riko,樱内理子,2655,0
florence nightingale (fate),佛罗伦萨夜莺（命运）,2653,0
artbook,艺术集,2652,0
energy gun,能量枪,2651,0
japari symbol,加帕里符号,2650,0
throwing,投掷,2650,0
by Paul Delvaux,保罗·德尔沃,2650,0
lying on person,躺在人身上,2648,0
forked eyebrows,分叉的眉毛,2645,0
yukihana lamy,雪花拉米,2645,0
edelgard von hresvelg,edelgard von hresvelg,2643,0
harpy,鹰身女妖,2643,0
misty (pokemon),朦胧（口袋妖怪）,2643,0
sailor bikini,水手比基尼,2643,0
hair twirling,卷发,2642,0
red headband,红色头带,2640,0
reverse suspended congress,反向暂停国会,2640,0
jack the ripper (fate/apocrypha),开膛手杰克（命运/伪经）,2639,0
cuts,伤痕/战损,2638,0
deep penetration,深度插入,2638,0
obiage,中衬/小垫衬,2636,0
leg hair,腿毛,2635,0
metal gear (series),金属齿轮（系列）,2634,0
paint splatter,油漆飞溅,2633,0
clothes grab,衣服抓斗,2631,0
giorno giovanna,乔鲁诺乔瓦纳,2628,0
upright straddle,立式跨骑,2628,0
hiding,隐藏,2627,0
frilled swimsuit,荷叶边泳衣,2626,0
project sekai,世界项目,2623,0
hairpods,发夹,2621,0
shimada arisu,岛田有栖,2621,0
ump45 (girls' frontline),ump45（少女前线）,2621,0
hands in opposite sleeves,双手反袖,2620,0
hyouka,冰花,2619,0
katyusha (girls und panzer),喀秋莎（少女与装甲）,2619,0
holding another's arm,挽着别人的胳膊,2618,0
tablet pc,平板电脑,2618,0
kay (girls und panzer),凯（少女与装甲）,2617,0
z1 leberecht maass (kancolle),z1 leberecht maass (kancolle),2616,0
pink neckerchief,粉色围巾,2615,0
single kneehigh,单膝高,2614,0
squirrel tail,松鼠尾巴,2614,0
sheryl nome,雪莉诺姆,2613,0
gym shorts,运动短裤,2612,0
black armor,黑色盔甲,2611,0
seagull,海鸥,2611,0
holding underwear,拿着内衣,2610,1
plaid dress,格子连衣裙,2610,0
shovel,铲子,2610,0
by Victo Ngai,胜利Ngai,2610,0
by Abbott Fuller Graves,Abbott Fuller Graves公司,2610,0
kujo jolyne,九条乔琳,2609,0
tomoe (symbol),tomoe（符号）,2609,0
toy,玩具,2609,0
earbuds,耳塞,2604,0
scar on chest,胸部疤痕,2604,0
white vest,白色背心,2602,0
by Patrice Murciano,帕特里斯·穆西亚诺,2600,0
by Alexandre Calame,亚历山大·卡莱梅,2600,0
darkness,黑暗,2598,0
reverse bunnysuit,反兔装,2598,0
fresh precure!,新鲜的预治疗！,2596,0
irrumatio,口爆,2594,1
asymmetrical footwear,不对称鞋,2592,0
gas mask,防毒面具,2592,0
hands on another's shoulders,双手搭在别人的肩膀上,2592,0
prosthetic arm,假肢,2592,0
bat hair ornament,蝙蝠发饰,2590,0
dress bow,礼服蝴蝶结,2590,0
by Bob Byerley,鲍勃·拜尔利,2590,0
happy halloween,万圣节快乐,2588,0
multiple rings,多环,2588,0
leotard aside,除了紧身衣,2586,0
stirrup legwear,马镫腿裤,2585,0
body markings,车身标记,2584,0
purple umbrella,紫色伞,2584,0
yellow scarf,黄色围巾,2584,0
w arms,w 武器,2583,0
hands on another's face,手放在别人的脸上,2581,0
by Cicely Mary Barker,西西莉·玛丽·巴克,2580,0
by Kadir Nelson,卡迪尔·尼尔森,2580,0
egasumi,江澄,2578,0
futaba anzu,双叶安祖,2578,0
partially unzipped,部分解压,2578,0
bandaged hand,绷带的手,2575,0
anus peek,肛门窥视,2574,1
uzumaki naruto,漩涡鸣人,2574,0
midoriya izuku,绿谷 izuku,2573,0
blue-framed eyewear,蓝框眼镜,2570,0
bone hair ornament,骨发饰,2570,0
slime girl,史莱姆女孩,2569,0
z3 max schultz (kancolle),z3 最大舒尔茨 (kancolle),2568,0
higuchi madoka,樋口圆,2567,0
ayanami (azur lane),绫波（碧蓝航线）,2566,0
magazine (weapon),杂志（武器）,2565,0
spitroast,口＆小穴同时,2565,1
taihou (kancolle),太后 (kancolle),2565,0
galaga,加拉加,2561,0
holding box,保温箱,2561,0
purple vest,紫色背心,2561,0
speaker,扬声器,2561,0
by Kengo Kuma,隈研吾先生,2560,0
grey sailor collar,灰色水手领,2559,0
audible speech,听得见的演讲,2555,0
pecorine (princess connect!),佩科林（公主连接！）,2554,0
treble clef,高音谱号,2554,0
sandwich,三明治,2552,0
alternate legwear,备用裤袜,2551,0
iskandar (fate),依斯干达 (命运),2551,0
street fighter v,街头霸王 v,2551,0
waver velvet,波浪绒,2551,0
loose belt,松紧带,2550,0
megaphone,扩音器,2548,0
kuma (kancolle),kuma (kancolle),2547,0
suit jacket,西装外套,2547,0
takarada rikka,宝田梨花,2547,0
viewfinder,取景器,2547,0
evangelion: 2.0 you can (not) advance,新世纪福音战士：2.0 你可以（不能）推进,2545,0
miniboy,小男孩,2545,0
orange bodysuit,橙色紧身连衣裤,2544,0
stomach tattoo,腹部纹身,2544,0
arm around waist,搂腰,2542,0
miura azusa,三浦梓,2542,0
shikishi,色纸,2542,0
fire emblem: the binding blade,火焰纹章：束缚之刃,2538,0
layered bikini,分层比基尼,2538,0
bamboo forest,竹林,2535,0
penis awe,敬畏阴茎,2534,1
by Brothers Grimm,格林兄弟,2530,0
by Jovana Rikalo,Jovana Rikalo公司,2530,0
by Malcolm Liepke,马尔科姆·利普克,2530,0
feather boa,羽毛围巾,2528,0
gold ship (umamusume),金船 (umamusume),2524,0
plantar flexion,跖屈,2524,0
licking finger,舔手指,2523,0
ear ornament,耳饰,2520,0
eardrop,耳饰,2520,0
by Bert Stern,波特·斯特恩,2520,0
surreal,超现实主义,2518,0
letterman jacket,莱特曼夹克,2514,0
fire emblem: path of radiance,火徽：光辉之路,2513,0
green neckwear,绿色领带,2513,0
holding lollipop,拿着棒棒糖,2513,0
humanization,拟人,2513,0
hyuuga hinata,日向雏田,2513,0
spice and wolf,香料和狼,2513,0
bleeding,流血的,2512,0
bubble tea,珍珠奶茶,2511,0
grenade,手榴弹,2511,0
by Alice Neel,爱丽丝·尼尔,2510,0
tomato,番茄,2509,0
a1,a1,2508,0
pancake,煎饼,2506,0
hagiwara yukiho,萩原雪穗2505,2505,0
jacket around waist,腰围夹克,2505,0
shirt tug,衬衫拖船,2505,0
spoken squiggle,口语花体字,2504,0
bunny print,兔子印花,2503,0
jonathan joestar,乔纳森·乔斯塔,2503,0
ruu (tksymkw),ruu (tksymkw),2503,0
soda can,汽水罐,2503,0
newspaper,报纸,2502,0
goggles on headwear,头饰上的护目镜,2501,0
grinding,摩擦,2501,0
i-401 (kancolle),i-401 (坎科尔),2500,0
warspite (kancolle),厌战（kancolle）,2500,0
orange hairband,橙色发带,2497,0
magazine cover,杂志封面,2496,0
samurai spirits,武士精神,2496,0
shirai kuroko,白井黑子,2496,0
skates,溜冰鞋,2496,0
pubic hair peek,阴毛窥视,2494,1
akigumo (kancolle),秋云 (kancolle),2493,0
humanoid robot,人形机器人,2493,0
non-humanoid,非人形,2493,0
multi-tied hair,多扎头发,2493,0
narmaya (granblue fantasy),narmaya（碧蓝幻想）,2493,0
shenhe (genshin impact),神和（原神）,2492,0
5koma,五格漫画,2491,0
saihara shuuichi,西原修一,2490,0
by Moebius,莫比乌斯（Moebius）,2490,0
by Alex Colville,亚历克斯·科尔维尔,2490,0
horned headwear,角头饰,2489,0
fighting,战斗,2488,0
xiao (genshin impact),xiao (原神),2488,0
lion girl,狮子女孩,2487,0
izumi sagiri,泉纱雾,2486,0
bag charm,包包吊饰,2485,0
ghost tail,幽灵尾巴,2485,0
blade (galaxist),刀片（银河系）,2484,0
fusou (kancolle),扶桑 (kancolle),2484,0
jougasaki rika,城崎梨香,2484,0
shooting star,流星,2484,0
snowflake hair ornament,雪花发饰,2484,0
murasaki shion,紫苑,2483,0
lily pad,睡莲,2482,0
mario,马里奥,2482,0
pith helmet,髓头盔,2481,0
ryuuguu rena,龙宫玲奈,2481,0
scowl,皱眉头,2481,0
2020,2020,2478,0
finger on trigger,扳机上的手指,2478,0
mikasa ackerman,三笠阿克曼,2478,0
mochi,麻糬,2478,0
arms around neck,搂着脖子,2477,0
chest harness,胸带,2477,0
chloe von einzbern,克洛伊冯einzbern,2476,0
hair tie in mouth,头发扎在嘴里,2476,0
left-to-right manga,从左到右的漫画,2476,0
lifting person,起重人,2475,0
nami (one piece),纳米（一件）,2475,0
pyonta,皮昂塔,2475,0
open-chest sweater,开胸毛衣,2474,0
piano,钢琴,2474,0
dark souls (series),黑暗之魂（系列）,2473,0
idolmaster side-m,偶像大师侧-m,2473,0
in tree,在树中,2473,0
by Andreas Franke,安德烈亚斯·弗兰克,2470,0
non-human admiral (kancolle),非人类海军上将 (kancolle),2469,0
audible music,听得见的音乐,2467,0
in box,在盒子里,2466,0
kanzashi,观音,2466,0
shishiro botan,shishiro 牡丹,2466,0
aisaka taiga,相坂大河,2465,0
eevee,伊芙,2463,0
crotch rope,胯绳,2462,0
midorikawa nao,绿川直,2460,0
ribbed dress,罗纹连衣裙,2460,0
by Gjon Mili,琼恩·米利,2460,0
elizabeth bathory (fate),伊丽莎白巴托里（命运）,2459,0
beer can,啤酒罐,2458,0
food on head,头上的食物,2458,0
hand on head,手放在头上,2458,0
uraraka ochako,浦坂御茶子,2457,0
common raccoon (kemono friends),普通浣熊 (kemono 朋友),2456,0
fire emblem: radiant dawn,火焰纹章：光芒四射的黎明,2454,0
leaf print,叶印,2454,0
midair,半空中,2454,0
reizei mako,灵精真子,2453,0
uneven gloves,不均匀的手套,2453,0
deepthroat,深喉,2452,1
watson cross,沃森十字,2452,0
yugake,射箭用手套,2452,0
thumb ring,拇指环,2451,0
frying pan,煎锅,2448,0
ranma 1/2,乱马 1/2,2448,0
stitched,拼接,2448,0
vegetable,蔬菜,2448,0
yellow rose,黄玫瑰,2448,0
trainer (umamusume),教练 (umamusume),2447,0
ankle ribbon,脚踝丝带,2446,0
ceiling,天花板,2445,0
matsunaga kouyou,matsunaga kouyou,2444,0
yuki miku,由纪未来 2444,2444,0
panda,熊猫,2442,0
spoken interrobang,口语询问,2441,0
guro,九老,2440,0
by Arthur Wardle,亚瑟·沃德尔,2440,0
guilty gear strive,有罪 齿轮 努力,2439,0
thinking,思考,2439,0
undertale,传说之下,2439,0
working!!,工作！！,2439,0
heart in mouth,心在嘴里,2436,0
usami sumireko,宇佐美染子,2436,0
bird ears,鸟耳朵,2434,0
winged arms,带翅膀的武器,2433,0
caterpillar tracks,履带式履带,2432,0
hand over own mouth,交出自己的嘴,2432,0
neck ruff,领口,2432,0
extra,额外的,2430,0
stained glass,彩色玻璃,2430,0
by Alan Bean,艾伦·宾,2430,0
gloom (expression),忧郁（表情）,2429,0
motoori kosuzu,本织小铃,2428,0
chemise,衬裙,2427,0
leon (pokemon),莱昂（口袋妖怪）,2427,0
christmas ornaments,圣诞饰品,2426,0
sekaiju no meikyuu,世界树的明休,2426,0
pokephilia,宝可梦的友谊,2425,0
satonaka chie,里中千惠,2424,0
hoto cocoa,可可,2423,0
bike shorts under skirt,裙子下的骑行短裤,2422,0
object namesake,对象同名,2422,0
tokai teio (umamusume),东海帝王 (umamusume),2422,0
