en,cn,count,r18
ok-ray,好的射线,152,0
oni costume,鬼服装,152,0
petilil,百合根娃娃,152,0
raburebo,拉布雷博,152,0
ranyu,冉玉,152,0
s zenith lee,s 天顶李,152,0
sarasadou dan,萨拉萨杜丹,152,0
sarena,莎丽娜,152,0
seitei (04seitei),seitei (04seitei),152,0
shiroko (reku),白子 (reku),152,0
shisantian,十三田,152,0
sig mcx (girls' frontline),sig mcx (女子前线),152,0
simulated footjob,模拟脚交,152,1
snow fox,雪狐,152,0
snow is,雪是,152,0
sphinx (toaru majutsu no index),狮身人面像 (toaru majutsu 无索引),152,0
suntail,太阳尾,152,0
toono minagi,远野 152,152,0
trellis,苗木支撑架,152,0
twirl baton,旋转指挥棒,152,0
usami mizuki,宇佐美水树,152,0
ushiromiya rudolf,饭宫鲁道夫,152,0
vanity table,梳妆台,152,0
vice (kof),副（kof）,152,0
virtual reality,虚拟现实,152,0
wardrobe,衣柜,152,0
weapon connection,武器连接,152,0
wonder festival 2007,奇迹节 2007,152,0
xuhuai (the legend of luoxiaohei),徐怀（洛小黑传说）,152,0
yellowpaint.,黄漆.,152,0
zifu,紫府,152,0
zukky000,zukky000,152,0
98se-tan,Windows98SE娘,151,0
akito (sub707),akito (sub707),151,0
alber,阿尔伯,151,0
arima senka,有马尖花,151,0
artoria caster (third ascension) (fate),artoria caster（第三次提升）（命运）,151,0
athena (series),雅典娜（系列）,151,0
axe kick,斧头踢,151,0
bearhug,熊抱,151,0
besmiled,满脸笑容,151,0
black jack (series),黑杰克（系列）,151,0
black sun,黑太阳,151,0
bottle cap,瓶盖,151,0
bronya zaychik (haxxor bunny),bronya zaychik (haxxor bunny),151,0
buizel,泳圈鼬,151,0
calin,卡林,151,0
chibikko (morihito),chibikko (森仁),151,0
christie (doa),克里斯蒂（DOA）,151,0
code: nemesis (elsword),代码：克星（艾斯之剑）,151,0
dark sky,黑暗的天空,151,0
dewgong,白海狮,151,0
etan14,伊坦14,151,0
eyewear lift,眼镜架,151,0
fishnet fabric,渔网面料,151,0
galarian zigzagoon,加里安之字形,151,0
green feathers,绿色的羽毛,151,0
gwendolyn tennyson,格温多林·丁尼森,151,0
gypsy,吉普赛人,151,0
haru (nature life),春（自然生活）,151,0
hiruno,飞野,151,0
hisui (cookie),喜水（饼干）,151,0
ichimedoo,一目多,151,0
ijimeka (meme),ijimeka（模因）,151,0
imai kana,今井假名,151,0
instant ip,即时IP,151,0
jungon kim,金正恩,151,0
juuni taisen,juuni taisen,151,0
kakao rantan,卡考兰坦,151,0
kaya rio,卡亚里约,151,0
kecleon,变隐龙,151,0
kimi ni todoke,kimi ni todoke,151,0
kirahoshi ciel,kirahoshi ciel,151,0
kurosuke (nora),黑助（诺拉）,151,0
kusana (dudqja602),kusana (dudqja602),151,0
lid,容器盖子,151,0
lion costume,狮子服装,151,0
m249,M249机枪,151,0
maguro (mawaru sushi),maguro (mawaru 寿司),151,0
marion-ville,马里昂维尔,151,0
matsumoto sarina,松本纱丽娜,151,0
mechuragi,机甲木,151,0
megumin (cosplay),惠惠（角色扮演）,151,0
milfa (to heart),摩洛伊斯兰解放阵线 (对心脏),151,0
mins (minevi),分钟 (minevi),151,0
mizutame tori,水为鸟取,151,0
moe2017,动画角色人气大赏2017/MOE2017/B萌2017,151,0
muloli,muloli,151,0
musunde hiraite rasetsu to mukuro (vocaloid),musunde hiraite rasetsu to mukuro (vocaloid),151,0
namiorii,纳米治里,151,0
nasuna,纳苏纳,151,0
nekonyan,尼科尼安,151,0
nidoran,尼多兰,151,0
omanyte,菊石兽,151,0
onion (lemlaml),洋葱 (lemlaml),151,0
oota youjo,太田优乔,151,0
outstretched legs,伸出的腿,151,0
panpa,潘帕,151,0
penis sheath,阴茎鞘,151,1
pf,pf,151,0
plank,板,151,0
polar opposites,对立面,151,0
princess (7th dragon),公主（第七龙）,151,0
qbz-95,QBZ-95自动步枪,151,0
reeds,芦苇,151,0
removing glove,脱手套,151,0
richelieu (fleuron of the waves) (azur lane),黎塞留（海浪之花）（碧蓝航线）,151,0
rurudo,鲁鲁道,151,0
sagemaru-br,sagemaru-br,151,0
sakura koharu,樱花小春,151,0
samus aran (cosplay),萨姆斯·阿兰（角色扮演）,151,0
saotome haruna,早乙女榛名,151,0
sawamura daichi,泽村大地,151,0
scuba gear,潜水装备,151,0
seihou,西丰,151,0
seviper,饭匙蛇,151,0
sexy no jutsu,性感的不忍,151,0
sharuru (dokidoki! precure),sharuru (dokidoki! precure),151,0
shenmue,神木,151,0
shera l. greenwood,谢拉湖格林伍德,151,0
shiromiya mimi,白宫咪咪,151,0
silent princess,沉默的公主,151,0
slime boy,史莱姆男孩,151,0
slot machine,老虎机,151,0
sprout,发芽,151,0
stephanie dora,斯蒂芬妮朵拉,151,0
sunsun69,sunsun69,151,0
suo sango,索桑果,151,0
suwaneko,诹访子,151,0
suzunosuke (sagula),铃之介 (sagula),151,0
taguchi kenji (omaep),田口健二 (omaep),151,0
torn ribbon,撕裂的丝带,151,0
tororo,托罗罗,151,0
tota (sizukurubiks),总（sizukurubiks）,151,0
tree of savior,救世主之树,151,0
tsukimi eiko,月见英子,151,0
viroa,病毒,151,0
watagashi yui,渡桥结衣,151,0
wet male underwear,湿男内裤,151,1
yellow overalls,黄色工作服,151,0
yellow sarong,黄色围裙,151,0
yukia (firstaid0),yukia (急救0),151,0
zygarde,基格尔德,151,0
afuro,阿芙罗,150,0
akiteru (akiteru98),秋照 (akiteru98),150,0
alice margatroid (cosplay),alice margatroid (cosplay),150,0
annindoufu (oicon),annindofu (oicon),150,0
aono (f i s),青野 (fis),150,0
atlantic puffin (kemono friends),大西洋海雀（kemono 朋友）,150,0
back to the future,回到未来,150,0
bakuretsu hunters,爆裂猎人,150,0
beeeeen,150,150,0
beige headwear,米色头饰,150,0
broken arm,断臂,150,0
bulbonne,布尔博讷,150,0
burp,打嗝,150,0
chichibu (watson),秩父（屈臣氏）,150,0
chopsticks in mouth,筷子在嘴里,150,0
cigarette butt,烟头,150,1
core drill,取芯钻,150,0
dress aside,把衣服放在一边,150,0
echizen (hvcv),越前 (hvcv),150,0
ezoshika,江户,150,0
florence nightingale (third ascension) (fate),弗洛伦斯·南丁格尔（第三次扬升）（命运）,150,0
fuyouchu,扶有初,150,0
game & watch,游戏和观看,150,0
gomi ichigo,五味一护,150,0
gum (gmng),口香糖 (gmng),150,0
habetrot (fate),habetrot (命运),150,0
hakubi washuu,白尾和酒,150,0
hara kenshi,原研志,150,0
harukanaru toki no naka de,harukanaru toki no naka de,150,0
holding flask,保温瓶,150,0
holding sponge,固定海绵,150,0
hozuki kaede,保月枫,150,0
ikue fuuji,藤井江,150,0
illustrious (maiden lily's radiance) (azur lane),杰出（少女百合的光芒）（碧蓝航线）,150,0
is ii,是 ii,150,0
jean-jacques leroy,让-雅克·勒罗伊,150,0
jujutsu tech uniform,柔术技术服,150,0
junior27016,初中27016,150,0
k.ty (amejin),k.ty (amejin),150,0
kamen rider kiva,假面骑士kiva,150,0
kamyu,卡缪,150,0
katwo,卡图,150,0
kisaragi mizu,如月水,150,0
kitano yuusuke,北野佑介,150,0
kizuna ai (a.i. games),kizuna ai (ai 游戏),150,0
kupa (jesterwii),库帕 (jesterwii),150,0
kuroi nanako,黑井菜菜子,150,0
kurowana,黑花,150,0
lamb,羊羔,150,0
light beam,光束,150,0
lily (gentsuki),百合 (gentsuki),150,0
maa (forsythia1729),maa (forsythia1729),150,0
maki oze,尾濑真希,150,0
mandricardo (fate),曼德里卡多（命运）,150,0
mankanshoku matarou,满目食太郎,150,0
masaki (machisora),正树（machisora）,150,0
meloetta,美洛耶塔,150,0
mizuno asami,美津浓麻美,150,0
mutsuba fumi,mutsuba fumi,150,0
natsuki (silent selena),夏树（沉默的赛琳娜）,150,0
needless,没必要,150,0
nekosugi (hoshi),猫杉（星）,150,0
nepolabo,五期生（Hololive）,150,0
noi mine,黑矿,150,0
nonbire,非比尔,150,0
orange bag,橙色包,150,0
osamu (jagabata),osamu (jagabata),150,0
oshioki sweetie,oshioki 亲爱的,150,0
outseal,Mai Natsume的长矛（苍翼默示录）,150,0
patchouli knowledge (cosplay),帕秋莉·诺蕾姬（cosplay）,150,0
phantump,小木灵,150,0
pompmaker1,pompmaker1,150,0
ramiya ryou,拉米亚亮,150,0
rateratte,评分,150,0
rimururu,莉姆露露,150,0
roe,鱼子,150,0
rottytops,罗蒂,150,0
rubi-sama,鲁比大人,150,0
saegusa kii,三草纪150,150,0
salama (amaburi),萨拉马（阿马布里）,150,0
satou rin (gobugabuge),佐藤凛 (gobugabuge),150,0
scaffolding,脚手架,150,0
shameimaru aya (crow),羞丸绫（乌鸦）,150,0
shaymin (sky),谢明（天空）,150,0
shigemitsu jun,重光君,150,0
shimomoto,下本,150,0
shirai yuyu,白井优优,150,0
shiroshouzoku,白色巫女装,150,0
siberian tiger (kemono friends),东北虎 (kemono 朋友),150,0
star741,星741,150,0
stigma1101,耻辱1101,150,0
suiroh (shideoukami),水郎 (shideoukami),150,0
sunahara wataru,砂原渡,150,0
suzushiro yukari,铃代由香里,150,0
tendo teru,天童照,150,0
tokoyami fumikage,常夜文影,150,0
tono (rt0no),托诺 (rt0no),150,0
toufu mentaru zabuton,豆腐脑杂布顿,150,0
tricycle,三轮车,150,0
trinity seven,三位一体七千一百五十,150,0
troll (homestuck),巨魔（家庭）,150,0
trust me,相信我,150,0
umezawa itte,梅泽一手,150,0
victreebel,大食花,150,0
vyugen,维尤根,150,0
wataru (nextlevel),渡（下一级）,150,0
winnie the pooh,小熊维尼,150,0
yajiro masaru,矢次郎胜,150,0
yoga mat,瑜伽垫,150,0
yoshida inuhito,吉田犬人,150,0
yoshiwa tomo,吉和友,150,0
yukiunag1,yukiunag1,150,0
yuugumo kai ni (kancolle),yuugumo kai ni (kancolle),150,0
zakuro (rariatto),zakuro (rariatto),150,0
by Saul Tepper,索尔·泰珀,150,0
by Will Eisner,威尔·艾斯纳,150,0
by Charles Le Brun,查尔斯·勒布伦,150,0
by John Wayne Gacy,盖西,150,0
by Viviane Sassen,维维安·萨森,150,0
by Abram Efimovich Arkhipov,艾布拉姆·埃菲莫维奇·阿尔希波夫,150,0
by Max Pechstein,希斯坦,150,0
by Jordan Grimmer,乔丹·格里默,150,0
by Mike Deodato,麦克·迪奥达托,150,0
by Greg Rutkowski,格雷格·鲁特科夫斯基,150,0
by Bhupen Khakhar,Bhupen Khakhar,150,0
by David Palumbo,大卫·帕伦博,150,0
by Jeff Lemire,杰夫·莱米尔,150,0
by Clemens Ascher,克莱门斯·阿舍尔,150,0
by Émile Gallé,Émile Gallé,150,0
by Cedric Peyravernay,塞德里克·佩拉维尼,150,0
by Brooke DiDonato,布鲁克·迪多纳托,150,0
by Warren Ellis,华伦·埃利斯,150,0
by Darwyn Cooke,达尔温·库克,150,0
5danny1206,5丹尼1206,149,0
after,之后,149,0
aimee (emi),艾米 (emi),149,0
armillary sphere,浑天仪,149,0
ashitaka,阿西达卡,149,0
assault visor,突击面罩,149,0
ayane (blue archive),绫音（蓝色档案）,149,0
ayukawa madoka,鲇川小圆,149,0
bed invitation,床的邀请,149,0
big bad wolf (cosplay),大灰狼 (cosplay),149,0
bismarck (warship girls r),俾斯麦（军舰少女）,149,0
brandkojo,品牌科乔,149,0
breloom,斗笠菇,149,0
ca (maeda koutarou),ca (前田光太郎),149,0
daiteikoku,大帝国,149,0
dianna soreil,戴安娜·索雷尔,149,0
dodonpachi,斗冬八,149,0
doom eternal,厄运永恒,149,0
dragon ball super super hero,龙珠超级英雄,149,0
eden's zero,伊甸园的零,149,0
elizabeth (bioshock infinite),伊丽莎白（生化奇兵无限）,149,0
emerald (pokemon),翡翠（宠物小精灵）,149,0
emilico (shadows house),emilico（影子屋）,149,0
empew,149,149,0
encasement,包裹,149,0
flying witch,飞行女巫,149,0
foot pussy,脚和外阴,149,1
gakusen toshi asterisk,gakusen toshi 星号,149,0
garnet rod,石榴石棒,149,0
gunnthra (fire emblem),gunnthra（火徽）,149,0
halfling,亚人,149,0
healther,更健康,149,0
hometa,家园,149,0
hoshimiya mashiro,星宫真城,149,0
huang (granblue fantasy),黄（碧蓝幻想）,149,0
imigimuru,imigimuru,149,0
imouto sae ireba ii,imouto sae ireba ii,149,0
isis (p&d),伊斯兰国 (p&d),149,0
jack atlas,杰克地图集,149,0
jinako carigiri,jinako carigiri,149,0
juggling club,杂耍俱乐部,149,0
kameyan,卡梅扬,149,0
kanade izuru,金出鹤,149,0
kayura yuka,菖蒲由香,149,0
kinoebi,kinoebi,149,0
kogame,游戏,149,0
kusano shinta,草野真太,149,0
kyuukon (qkonsan),kyuukon (qkonsan),149,0
layla prismriver,莱拉棱镜河,149,0
leeron littner,莱伦·利特纳,149,0
magicians (zhkahogigzkh),魔术师 (zhkahogigzkh),149,0
mahou shoujo (raita),魔法少女 (raita),149,0
mamel 27,马梅尔 27,149,0
medium request,中等请求,149,0
momogaa (girls und panzer),momogaa（少女与装甲）,149,0
mystical high collar,神秘高领,149,0
nada namie,娜达娜美,149,0
nikomi (nikomix),尼科米（nikomi）,149,0
nolia,诺利亚,149,0
object insertion from behind,从后面插入对象,149,1
oreo,奥利奥,149,0
pink mittens,粉色连指手套,149,0
poppi alpha (xenoblade),poppi alpha（异形之刃）,149,0
prehensile tongue,可抓握的舌头,149,0
print hakama,印花袴,149,0
pump action,泵动作,149,0
quadruple wielding,四重挥舞,149,0
ribbon earrings,丝带耳环,149,0
seahorse,海马,149,0
shigaraki tomura,信乐村,149,0
shirayuri sakura,白百合樱花,149,0
shuuzo3,修造3,149,0
sinakyo,新京区,149,0
skorpion (girls' frontline),蝎子（少女前线）,149,0
splat charger (splatoon),splat 充电器 (splatoon),149,0
sukebewe,苏克贝威,149,0
suta furachina,suta furachina,149,0
tai0201,tai0201,149,0
takano itsuki,高野伊月,149,0
tariah furlow,塔利亚弗洛,149,0
terras,特拉斯,149,0
thanabis,灭霸,149,0
tokki,特技,149,0
tokoi,东井,149,0
tokomichi,常道,149,0
tokyo necro,东京死灵149,149,0
tsukko (3ki2ne10),tsukko (3ki2ne10),149,0
venom snake,毒蛇,149,0
wario land,瓦里奥土地,149,0
winter soldier,冬兵,149,0
x-23,x-23,149,0
yamauchi (conan-comy),山内 (conan-comy),149,0
yanyan (shinken gomi),yanyan (神研五味),149,0
yawaraka black,矢原黑,149,0
yorktown cv-5,约克镇 CV-5,149,0
yoshida akihiko,吉田明彦,149,0
yuasa makoto,汤浅诚,149,0
yumesaki nana,梦咲奈奈,149,0
yuuhi kurenai,夕日红内,149,0
aek-999 (girls' frontline),aek-999（少女前线）,148,0
akano murasaki,赤野村崎,148,0
akieda,秋枝148,148,0
amatsuka mao,松香毛,148,0
amatsuka megumi (gj-bu),amatsuka megumi (gj-bu),148,0
ane naru mono,恶魔姐姐,148,0
araki (qbthgry),荒木经惟 (qbthgry),148,0
asch (tales),阿什（故事）,148,0
atage,年龄,148,0
beni kurage,beni kurage,148,0
bimmy,比米,148,0
binggong asylum,兵宫避难所,148,0
bracelet girls,手链女孩,148,0
brand-new friend (umamusume),全新的朋友 (umamusume),148,0
bremerton (day-off date) (azur lane),布雷默顿（休息日）（碧蓝航线）,148,0
broom surfing,扫帚冲浪,148,0
burusuta,布鲁苏塔,148,0
charisma guard,魅力后卫,148,0
chig,奇格,148,0
chirashi (so),chirashi (so),148,0
cibo (killy),cibo (基利),148,0
crooked eyewear,歪斜的眼镜,148,0
dracu-riot!,德拉库暴动！,148,0
fan speaking,粉丝说话,148,0
february,二月,148,0
fu hua (night squire),福华（夜扈）,148,0
fujimiya yahiro,藤宫八广,148,0
fuwa kokone,不和心根,148,0
game over,游戏结束,148,0
getbackers,获得者,148,0
ginklaga,银杏,148,0
gino weinberg,吉诺·温伯格,148,0
harmonist11,和声器11,148,0
hellagur (arknights),海拉格（方舟之夜）,148,0
higa-tsubasa,比嘉翼,148,0
hip hop,嘻哈,148,0
hisamura natsuki,久村夏树,148,0
holding lighter,拿着打火机,148,0
hulk,绿巨人,148,0
human village (touhou),人类村（东方）,148,0
idol heroes (idolmaster),偶像英雄（偶像大师）,148,0
ingrid (taimanin murasaki),英格丽德 (taimanin murasaki),148,0
io naomichi,伊奥直道,148,0
isao,伊索,148,0
kantoku (style),关德（风格）,148,0
kara age,卡拉年龄,148,0
kazuma kaneko,金子和真,148,0
kitsune maru,狐狸丸,148,0
koi suru kanojo no bukiyou na butai,锦鲤 suru kanojo no bukiyou na butai,148,0
koruta (nekoimo),koruta (nekoimo),148,0
kv-2,KV-2重型坦克,148,0
laundry pole,洗衣杆,148,0
lennon,列侬,148,0
lunarisaileron,lunarisaileron,148,0
makura (y makura),makura (y makura),148,0
mantine,巨翅飞鱼,148,0
maou sadao,猫尾刀,148,0
maru daizu (aqua6233),丸大津 (aqua6233),148,0
mikami mika,三上美嘉,148,0
minarai tenna,minarai 天娜,148,0
mireyu,米雷尤,148,0
mitsuru (darling in the franxx),mitsuru（弗兰克斯的宠儿）,148,0
miyata (lhr),宫田 (lhr),148,0
moffle (ayabi),莫夫勒 (ayabi),148,0
momiji (binbougami ga!),红叶 (binbougami ga!),148,0
momotarou densetsu,桃太郎densetsu,148,0
nakai hisao,中井久男,148,0
nakamura kusata,中村草田,148,0
natsupa,纳苏帕,148,0
nina (pastime),尼娜（消遣）,148,0
october,十月,148,0
oobari masami,大张正美,148,0
ouma shuu,王马舒,148,0
owa (ishtail),owa (ishtail),148,0
ozzingo,奥津戈,148,0
pandoria (xenoblade),潘多利亚（异形之刃）,148,0
paprika shikiso,辣椒粉 shikiso,148,0
pearl fey,珍珠仙,148,0
picpicgram,象形图,148,0
popoin,啪啪啪,148,0
proto man,原型人,148,0
pure white memories (idolmaster),纯白的回忆（偶像大师）,148,0
ranger (ragnarok online),游侠（仙境传说在线）,148,0
reigen arataka,灵源荒鹰,148,0
ribbon bra,丝带文胸,148,0
ribi,里比,148,0
rikoma,里科马,148,0
rimu (kingyo origin),rimu (kingyo 起源),148,0
rugal bernstein,鲁格尔伯恩斯坦,148,0
rune factory 3,符文工厂 3,148,0
sawamura eijun,泽村英俊,148,0
shantae: half-genie hero,shantae：半精灵英雄,148,0
shikinami kai ni (kancolle),shikinami kai ni (kancolle),148,0
shimana (cs-ts-az),shimana (cs-ts-az),148,0
shingyoku (touhou),新玉（东方）,148,0
shinn asuka,明日香,148,0
shiraishi an,白石庵,148,0
shitappa,希塔帕,148,0
shutou mq,书头mq,148,0
sistine fibel,西斯汀纤维,148,0
siva (executor),湿婆（执行人）,148,0
spark621,火花621,148,0
star trail,星轨,148,0
stitched neck,缝合的脖子,148,0
swaying,摇曳的,148,0
tachimukai yuuki,立向井优树148,148,0
takanashi-a,高梨a,148,0
tsumi no hahen (debris),tsumi no hahen (碎片),148,0
tsunami jousuke,海啸仗助,148,0
tuba,大号,148,0
unagimaru,鳗鱼丸,148,0
unlight,不亮,148,0
weed (astarone),杂草 (astarone),148,0
words worth,字数,148,0
yamakaze ran,山风跑,148,0
yamato maya,大和玛雅,148,0
yamazaki sousuke,山崎宗介,148,0
yogisya,瑜伽,148,0
yokohama kaidashi kikou,横滨街道纪口,148,0
zoe (league of legends),佐伊（英雄联盟）,148,0
alexi (tits!),亚历克西（山雀！）,147,0
alma armas,阿尔玛武器,147,0
ao madoushi,奥马斗士,147,0
ashishun,阿什顺,147,0
azuki (nekopara),azuki (nekopara),147,0
bedwetting,尿床,147,0
blue-eyes white dragon,青眼白龙,147,0
bobby pin,发夹,147,0
calne ca,卡恩 ca,147,0
car seat,汽车座椅,147,0
chouun shiryuu,千云志龙,147,0
deku (dekunosu),deku (dekunosu),147,0
diepod,死荚,147,0
ebinku,ebinku,147,0
electrode (pokemon),电极（口袋妖怪）,147,0
extra breasts,额外的胸部,147,1
eyewear switch,眼镜开关,147,0
falling star,流星,147,0
franken fran,弗兰克弗兰,147,0
freedom nakai,自由中井,147,0
fumi (nijisanji),fumi (nijisanji),147,0
fusion dance,融合舞147,147,0
genetic (ragnarok online),遗传（仙境传说在线）,147,0
grimlight,冷酷的光芒,147,0
guard vent jun,保护通风口 jun,147,0
hakou (barasensou),hakou (barasensou),147,0
hamashima shigeo,滨岛繁雄,147,0
hanayamata,花山,147,0
harada miyuki,原田美雪,147,0
heixiu,黑秀,147,0
hichiko,彦子,147,0
hirota tsuu,广田通,147,0
hiryuu (azur lane),hiryuu（碧蓝航线）,147,0
hobble,蹒跚/跛行,147,0
hong doo,红斗,147,0
huxiao (mistlakefront),湖晓（雾湖畔）,147,0
irui guneden,irui guneden,147,0
kamishiro rui,神城瑞,147,0
kaniya shiku,卡尼亚石库,147,0
katara,卡塔拉,147,0
katsuragi niya,葛城宫,147,0
kefla (dragon ball),凯夫拉（龙珠）,147,0
kirby d a,柯比达,147,0
koto (instrument),古筝（乐器）,147,0
kurau kii,库劳纪伊,147,0
kuroe (sugarberry),黑江（甘莓）,147,0
link (cosplay),链接（角色扮演）,147,0
littorio (azur lane),littorio（碧蓝航线）,147,0
marking on cheek,脸颊上的标记,147,0
masters of the universe,宇宙之主,147,0
micchan (ohisashiburi),micchan (ohishashiburi),147,0
mito (go!go!king!),水户（去！去！国王！）,147,0
moe (blue archive),萌（蓝色档案）,147,0
mokoke,莫科,147,0
moneybag,钱袋,147,0
muji (uimss),无印良品 (uimss),147,0
narumi nanami,鸣海七海,147,0
nhk ni youkoso!,nhk你优科索！,147,0
nina (breath of fire iii),尼娜（火焰之息 iii）,147,0
norman (yakusoku no neverland),诺曼（yakusoku no neverland）,147,0
nose shade,鼻罩,147,0
olys,奥利斯,147,0
on animal,在动物上,147,0
on food,关于食物,147,0
on moon,在月球上,147,0
one piece: strong world,一件：强大的世界,147,0
osu! tatakae! ouendan,大苏！高江！万丹,147,0
panther ears,豹耳,147,0
pecjob,男性乳交,147,1
poem,诗,147,0
poshi (ginmokusei),poshi (ginmokusei),147,0
pure pure,纯纯的,147,0
ririmon,里里蒙,147,0
rome romedo,罗马 罗梅多,147,0
s.m.s.,S.M.S（超时空要塞）,147,0
saijaku muhai no bahamut,saijaku muhai no bahamut,147,0
she-hulk,女浩克,147,0
she-ra and the princesses of power,希拉和权力的公主们,147,0
shimaji,岛路,147,0
shiro (sewayaki kitsune no senko-san),shiro (sewayaki kitsune no senko-san),147,0
sikorsky,西科斯基,147,0
snow white (disney),白雪公主（迪士尼）,147,0
sonic the hedgehog (classic),刺猬索尼克（经典）,147,0
stielhandgranate,柄状手榴弹,147,0
straw hat pirates,草帽海贼团,147,0
synchroaki,同步,147,0
tamahiyo,玉日,147,0
tentacool,腾酷,147,0
theresa apocalypse (starlit astrologos),特蕾莎启示录（星光占星术）,147,0
transformed ditto,变形同上,147,0
tsuruta himeko,鹤田姬子,147,0
vertical-striped vest,竖条纹背心,147,0
wakatsuki you,若月你,147,0
waraji,草鞋,147,0
warui ga watashi wa yuri janai,warui ga watashi wa yuri janai,147,0
wind sneaker (elsword),风运动鞋 (elsword),147,0
y naf,是的,147,0
yamato (uchuu senkan yamato),大和 (uchuu senkan yamato),147,0
yamato kai ni (kancolle),大和改你（kancolle）,147,0
yor briar (cosplay),你的野蔷薇（角色扮演）,147,0
you2,你2,147,0
yukiyuki 441,雪之 441,147,0
yusake san,yusake san,147,0
zasshu nigou,杂树泥狗,147,0
zeraora,泽拉奥拉,147,0
zhuge kongming (honkai impact),诸葛孔明（崩坏）,147,0
zuttokodomo,祖托科多莫,147,0
adagaki aki,安垣昭146,146,0
ai yori aoshi,爱由里奥西,146,0
akasata,赤笠,146,0
ame usako,美宇子,146,0
asakura otome,朝仓乙女,146,0
austria (hetalia),奥地利（黑塔利亚）,146,0
ayamisiro,绫美罗,146,0
bf. (sogogiching),BF。 （sogogiching）,146,0
blue babydoll,蓝色娃娃装,146,0
camisole over clothes,吊带背心套在衣服上,146,0
catsmoon,猫月,146,0
cellphone strap,手机带,146,0
chunyan,春燕,146,0
cis (tiger & bunny),顺式（老虎和兔子）,146,0
cofffee,咖啡,146,0
colorado (azur lane),科罗拉多州（碧蓝航线）,146,0
comic sans,漫画无,146,0
constriction,蛇缠绕猎物,146,0
cowter,肘甲,146,0
craytm,克雷特姆,146,0
dedue molinaro,推定莫利纳罗,146,0
dier (girls' frontline),迪尔（女子前线）,146,0
dresstrip,装扮,146,0
eternal sailor moon,永恒的水手月亮,146,0
fir tree,枞树,146,0
fubuki (azur lane),吹雪（碧蓝航线）,146,0
fugetsu taku,风月卓,146,0
geike,格科,146,0
ghostbusters,捉鬼敢死队,146,0
gibun (sozoshu),gibun (sozoshu),146,0
glorious (azur lane),光荣（碧蓝航线）,146,0
godzillapigeon1,哥斯拉鸽子1,146,0
hajime (caramel toone),hajime (焦糖香),146,0
half-life,半衰期,146,0
heart-shaped pubic hair,心形阴毛,146,1
hifumi kei,风水系,146,0
hiragana oufu,平假名欧风,146,0
hitori bocchi,日取bocchi,146,0
holding pocket watch,拿着怀表,146,0
holding riding crop,拿着骑马作物,146,0
honyang,洪阳,146,0
hyoin,孝仁,146,0
iced tea,冰茶,146,0
ichijou hikaru,一条光,146,0
igarashi (nogiheta),五十岚（nogiheta）,146,0
ima (lm ew),伊玛 (lm ew),146,0
inaba rinne,稻叶轮内,146,0
inkey,墨水,146,0
iris (asteroid ill),虹膜（小行星病）,146,0
jack-o'-lantern print,南瓜灯印花,146,0
jeep,吉普车,146,0
kanna hisashi,菅奈久志,146,0
kanoko (pattern),鹿子（模式）,146,0
karaginu mo,卡拉吉努莫,146,0
kemono jihen,兽类忌恨,146,0
kinbakuman,金爆万,146,0
kiryuuin aoi,桐生院葵,146,0
kokubunji suou,国分寺锁146,146,0
konparu nozomi,金帕鲁希,146,0
kure (kure ng),吴（吴）,146,0
kuronami (lvi),黑波 (lvi),146,0
kurono nekomaru,黑野猫丸,146,0
lask,拉斯克,146,0
lever action,杠杆作用,146,0
love wing bell,爱翼铃,146,0
lunatone,月牙,146,0
m3 lee,m3李,146,0
maekakekamen,梅卡卡卡面,146,0
mage (dq3),法师 (dq3),146,0
maiii (smaii i),maiii (smaii i),146,0
mari audio,玛丽音频,146,0
marui shiro,丸井四郎,146,0
matra milan,马特拉米兰,146,0
mayonaka taruho,mayonaka taruho,146,0
mexican standoff,墨西哥对峙,146,0
mirino,美利奴,146,0
missing teeth,牙齿缺失,146,0
nagatsuki sanae,长月早苗,146,0
naka akira,中晃,146,0
namihaya,波早,146,0
nana g,娜娜 g,146,0
nanno koto,南野琴,146,0
nekomugiharu,猫麦春,146,0
nijitama shiyushiyu,nijitama shiyushiyu,146,0
nr noir,NR 黑色,146,0
ooshima tomo,大岛友,146,0
phantom (happinesscharge precure!),幻影（happycharge precure！）,146,0
pinb,引脚,146,0
porygon,棱角,146,0
red (among us),红色（在我们中间）,146,0
relationshipping,暧昧,146,0
relena peacecraft,雷莱娜和平号,146,0
ryou-ouki,龙王146,146,0
sano (hospital 0434),佐野（医院 0434）,146,0
sarfata,萨法塔,146,0
savage (arknights),野蛮人（方舟之夜）,146,0
scone,烤饼,146,0
senjuushi: the thousand noble musketeers,千手子：千尊火枪手,146,0
siino,西诺,146,0
squeeze bottle,挤压瓶,146,0
squid hat,鱿鱼帽,146,0
sukabu,苏卡布,146,0
suzuki sayaka,铃木早香,146,0
takuzui,拓瑞,146,0
tdk,tdk,146,0
tel-o,电话,146,0
teramoto kaoru,寺本薰,146,0
the lego group,乐高集团,146,0
tobi (discharge cycle),tobi（放电循环）,146,0
transformers animated,变形金刚动画,146,0
turbo byakuren,涡轮白莲,146,0
tussy,小便,146,0
yellow headband,黄色头带,146,0
yellow jumpsuit,黄色连身裤,146,0
yukihira souma,幸平相马,146,0
yukikaze (kancolle) (cosplay),yukikaze (kancolle) (cosplay),146,0
